page_id,route,route_name,surface_kind,backend_view,roles,templates,previous_test_reference,audit_execution_status
UI-PAGE-863319037E,/completed-activities/<str:activity_id>/,,page,apps.frontend.views.closure_views.completed_activity_detail_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR,pages/closure/completed_detail.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-49B65EC594,/compliance-register,compliance_register,page,apps.frontend.views.hr_views.compliance_register_view,ADMIN | HR,pages/hr/module_workspace.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DB334B0C2E,/compliance-register/<str:record_id>,compliance_record_drawer,drawer,apps.frontend.views.hr_programme_views.compliance_record_drawer,ADMIN | HR,partials/hr/form_drawer.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-AC385A04B9,/compliance-register/new,compliance_evidence_drawer,drawer,apps.frontend.views.hr_programme_views.compliance_evidence_drawer,ADMIN | HR,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6434887040,/compliance-register/requirement,compliance_requirement_drawer,drawer,apps.frontend.views.hr_programme_views.compliance_requirement_drawer,ADMIN | HR,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EB42D38F2F,/compliance-register/requirement/add,compliance_requirement_add,action,apps.frontend.views.hr_programme_views.compliance_requirement_add,ADMIN | HR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-CAE42FDDA4,/compliance-register/save,compliance_evidence_save,action,apps.frontend.views.hr_programme_views.compliance_evidence_save,ADMIN | HR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-674EDB9BA4,/core-school-health,core_school_health,page,apps.frontend.views.decision_views.core_school_health_view,ADMIN | CD | IA | PL | RVP,pages/analytics/workspace.html | partials/analytics/panel.html | partials/analytics/scope.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-635D9F0FEB,/core-schools,core_schools,partial,apps.frontend.views.core_schools_views.core_schools_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/matrix_table.html | pages/core_schools/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-C4495A9FB9,/core-schools/<str:plan_id>,core_school_detail,page,apps.frontend.views.extended_views.core_school_detail_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR,pages/core_schools/detail.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-360423493D,/core-schools/<str:school_id>/champion-approve,champion_approve_action,action,apps.frontend.views.core_schools_views.champion_approve_action,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-4C0FCAE306,/core-schools/<str:school_id>/champion-reject,champion_reject_action,action,apps.frontend.views.core_schools_views.champion_reject_action,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-948C353E74,/core-schools/<str:school_id>/champion-review,champion_review_drawer,drawer,apps.frontend.views.core_schools_views.champion_review_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/champion_review_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-79BBB2B7DD,/core-schools/assessment,core_assessment_drawer,drawer,apps.frontend.views.core_schools_views.core_assessment_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/core_assessment_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F6A4E5E228,/core-schools/assign-partner,core_assign_partner_drawer,drawer,apps.frontend.views.core_schools_views.core_assign_partner_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/assign_partner_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-FFB6C91F57,/core-schools/assign-partner/action,core_assign_partner_action,action,apps.frontend.views.core_schools_views.core_assign_partner_action,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-40B24E4260,/core-schools/champion-candidates,champion_candidates,page,apps.frontend.views.core_schools_views.champion_candidates_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,pages/core_schools/champion_candidates.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-4D5A56548B,/core-schools/champions,champions_list,page,apps.frontend.views.core_schools_views.champions_list_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,pages/core_schools/champions.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E0D4C86D58,/core-schools/oversight/send,core_oversight_send_action,action,apps.frontend.views.core_schools_views.core_oversight_send_action,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EAEE2E2561,/core-schools/schedule-activity,core_schedule_activity_drawer,drawer,apps.frontend.views.core_schools_views.core_schedule_activity_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/schedule_activity_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-21C12E11BA,/core-schools/schedule-training,core_schedule_training_drawer,drawer,apps.frontend.views.core_schools_views.core_schedule_training_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/schedule_training_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B028D7C544,/core-schools/schedule-training/action,core_schedule_training_action,action,apps.frontend.views.core_schools_views.core_schedule_training_action,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-0B247C98CF,/core-schools/schedule-visit,core_schedule_visit_drawer,drawer,apps.frontend.views.core_schools_views.core_schedule_visit_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/schedule_visit_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-1B92F939B0,/core-schools/schedule-visit/action,core_schedule_visit_action,action,apps.frontend.views.core_schools_views.core_schedule_visit_action,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E1FE532B4B,/core-schools/strategy-playbook,core_strategy_playbook_drawer,drawer,apps.frontend.views.core_schools_views.core_strategy_playbook_drawer,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL,partials/core_schools/strategy_playbook_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B2C7B8534B,/cost-intelligence,cost_intelligence,action,apps.frontend.views.finance_views.cost_intelligence_view,ACCOUNTANT | ADMIN | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-AD648BAC50,/cost-settings,cost_settings,page,apps.frontend.views.finance_views.cost_settings_view,ADMIN | CD,pages/cost_settings/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-355BFF3F2B,/cost-settings/add,cost_settings_add,drawer,apps.frontend.views.finance_views.add_linked_cost_view,ADMIN | CD,partials/cost_settings/add_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6B5ACDE957,/cost-settings/initialize-default,initialize_default_catalogue,action,apps.frontend.views.finance_views.initialize_default_catalogue_view,ADMIN | CD,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B40AF5ED77,/cost-settings/row/<str:key>,cost_setting_row,drawer,apps.frontend.views.finance_views.cost_setting_row_view,ADMIN | CD,partials/cost_settings/edit_drawer.html | partials/cost_settings/cost_setting_row.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-172950D3EF,/country-budget,country_budget,action,apps.frontend.views.finance_views.country_budget_view,ACCOUNTANT | ADMIN | CD | IA | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-9463365068,/country-budget/,,action,apps.frontend.views.finance_views.country_budget_view,ACCOUNTANT | ADMIN | CD | IA | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-7BA512D877,/country-budget/action,country_budget_action,partial,apps.frontend.views.finance_views.country_budget_action_view,ACCOUNTANT | ADMIN | CD | IA | RVP,partials/finance/country_budget/root.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-42E1B1E4D5,/country-budget/history,country_budget_history,page,apps.frontend.views.finance_views.country_budget_history_view,ACCOUNTANT | ADMIN | CD | IA | RVP,pages/finance/country_budget_history.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E49086D072,/country-budget/history/<str:budget_id>,country_budget_submission_detail,page,apps.frontend.views.finance_views.country_budget_submission_detail_view,ACCOUNTANT | ADMIN | CD | IA | RVP,pages/finance/country_budget_submission.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6C0C6DD33B,/country-budget/plan-sources,country_budget_plan_sources,drawer,apps.frontend.views.finance_views.country_budget_plan_sources_view,ACCOUNTANT | ADMIN | CD | IA | RVP,partials/finance/country_budget/plan_sources_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EFEA0EEA3D,/country-budget/return,country_budget_return_drawer,drawer,apps.frontend.views.finance_views.country_budget_return_drawer_view,ACCOUNTANT | ADMIN | CD | IA | RVP,partials/finance/country_budget/return_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3CB2AE6648,/country-planning-oversight/,country_planning_oversight,partial,apps.frontend.views.oversight_views.country_planning_oversight_view,ADMIN | CD | RVP,partials/oversight/cd_workspace.html | pages/oversight/country_planning.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-D0BD7CD860,/country-planning-oversight/export,country_planning_oversight_export,export,apps.frontend.views.oversight_views.country_planning_export_view,ADMIN | CD | RVP,,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-15D0AB1EB0,/country-planning-oversight/send,country_planning_oversight_send,action,apps.frontend.views.oversight_views.country_planning_send_action_view,ADMIN | CD | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F26256AF53,/country-planning-oversight/team/<str:staff_id>,country_planning_oversight_team,partial,apps.frontend.views.oversight_views.country_planning_team_view,ADMIN | CD | RVP,partials/oversight/cd_team_detail.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3C3DB87ABF,/coverage,coverage,page,apps.frontend.views.extended_views.coverage_view,ADMIN | CD | HR | IA | PROJECT_COORDINATOR | RVP,pages/coverage/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6E4DAD286B,/cpd-learning,cpd_learning,partial,apps.frontend.views.hr_views.cpd_learning_view,ADMIN | CD | HR | PL | RVP,partials/hr/pd_dashboard/tracker_table.html | pages/hr/professional_development_dashboard.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-442BF26C2E,/cpd-learning/action,pd_dashboard_action,action,apps.frontend.views.hr_views.pd_dashboard_action_view,ADMIN | CD | HR | PL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-86CEE7AF2C,/cpd-learning/adjust-allocation,pd_dashboard_adjust_allocation,drawer,apps.frontend.views.hr_views.pd_dashboard_adjust_allocation_view,ADMIN | CD | HR | PL | RVP,partials/hr/pd_dashboard/adjust_allocation_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-821197ACB6,/cpd-learning/return,pd_supervisor_return_drawer,drawer,apps.frontend.views.hr_views.pd_supervisor_return_drawer,ADMIN | CD | HR | PL | RVP,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-7D69FB07E8,/culture-engagement,culture_engagement,page,apps.frontend.views.hr_views.culture_engagement_view,ADMIN | HR,pages/hr/module_workspace.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EFB8E1FB3D,/dashboard,dashboard,partial,apps.frontend.views.dashboard_views.dashboard_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/dashboards/_view_tabs.html | partials/dashboards/cd/body.html | pages/dashboards/cd.html | pages/dashboards/rvp.html | partials/dashboards/hr/body.html | pages/dashboards/hr.html | pages/dashboards/cceo.html | pages/dashboards/special_projects.html | pages/dashboards/main.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-4738B1CEF1,/dashboard/cd-approve,cd_dashboard_approve,partial,apps.frontend.views.dashboard_views.cd_dashboard_approve_view,ADMIN | CD,partials/dashboards/cd/body.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-35678484B9,/dashboard/cd-return,cd_dashboard_return,partial,apps.frontend.views.dashboard_views.cd_dashboard_return_view,ADMIN | CD,partials/dashboards/cd/body.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-190160CA0F,/dashboard/pl,pl_dashboard,action,apps.frontend.views.dashboard_views.program_lead_dashboard_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-9ED6856417,/dashboard/pl-approve,pl_dashboard_approve,action,apps.frontend.views.dashboard_views.pl_dashboard_approve_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3D83415EFD,/dashboard/pl-drilldown,pl_dashboard_drilldown,partial,apps.frontend.views.dashboard_views.pl_dashboard_drilldown_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/dashboards/pl/drilldown.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6DED1FE26D,/dashboard/pl-send-urgent-action,pl_send_urgent_action,partial,apps.frontend.views.dashboard_views.pl_send_urgent_action_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/dashboards/pl/urgent_action_error.html | partials/dashboards/pl/urgent_action_sent.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-D2C1ACA82A,/dashboard/pl-urgent-schools,pl_urgent_schools_page,partial,apps.frontend.views.dashboard_views.pl_urgent_schools_page_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/dashboards/pl/urgent_schools_page.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-063B2154FF,/dashboard/planning-progress,planning_progress_fragment,partial,apps.frontend.views.dashboard_views.planning_progress_fragment_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,partials/dashboards/admin/_planning_progress_body.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-44FBA5501A,/data-quality/duplicates,duplicate_review,page,apps.frontend.views.extended_views.duplicate_review_view,ADMIN | IA,pages/admin/duplicate_review.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3804BD9D07,/data-quality/issue/<str:issue_id>/action,data_quality_issue_action,partial,apps.frontend.views.extended_views.data_quality_issue_action_view,ADMIN | IA,partials/data_quality/issue_row.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-02AC0DDFB9,/data-repair,data_repair,page,apps.admin_ops.views.data_repair_view,ADMIN,pages/admin_ops/data_repair.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A2860968D2,/data-repair/<str:key>/apply,apply_data_repair,action,apps.admin_ops.views.apply_repair_view,ADMIN,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A3ABFAEDCD,/debriefs,debriefs_list,partial,apps.frontend.views.debrief_views.field_debrief_dashboard_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,partials/debriefs/dashboard_table.html | partials/debriefs/dashboard_body.html | pages/debriefs/dashboard.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-0BAB7C19E4,/debriefs/<str:debrief_id>,debrief_detail,page,apps.frontend.views.debrief_views.field_debrief_detail_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,pages/debriefs/detail.html,coverage-review-required,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-2C1B7C8FA7,/debriefs/action,debrief_action,action,apps.frontend.views.debrief_views.field_debrief_action_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E64B01174E,/debriefs/activity-options,debrief_activity_options,action,apps.frontend.views.debrief_views.field_debrief_activity_options_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6F9D10A2EA,/debriefs/submit,debrief_submit,page,apps.frontend.views.debrief_views.field_debrief_submit_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,pages/debriefs/submit.html | partials/debriefs/autosave_chip.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-DEC5E97B9C,/debriefs/weekly-report,debrief_weekly_report,page,apps.frontend.views.debrief_views.weekly_debrief_report_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,pages/debriefs/weekly_report.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B7762FBF15,/debriefs/weekly-report/pdf,debrief_weekly_report_pdf,export,apps.frontend.views.debrief_views.weekly_debrief_report_pdf_view,ADMIN | CCEO | CD | HR | IA | PARTNER | PL | PROJECT_COORDINATOR | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A93160664D,/decision-log,decision_log,page,apps.frontend.views.decision_views.decision_log_view,ACCOUNTANT | ADMIN | BUSINESS_TRANSFORMATION | CCEO | CD | HR | IA | MFI_ADMIN | MFI_OFFICER | PARTNER | PL | PROJECT_COORDINATOR | RPL | RVP,pages/analytics/workspace.html | partials/analytics/panel.html | partials/analytics/scope.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-F1B955629C,/decisions,decision_intelligence,page,apps.frontend.views.decision_views.decision_intelligence_view,ACCOUNTANT | ADMIN | CD | HR | RVP,pages/analytics/workspace.html | partials/analytics/panel.html | partials/analytics/scope.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A2AAB0EEE2,/declining-schools,declining_schools,page,apps.frontend.views.decision_views.declining_schools_view,ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR | RVP,pages/analytics/workspace.html | partials/analytics/panel.html | partials/analytics/scope.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E25D80DF26,/disbursements,disbursements,partial,apps.frontend.views.finance_views.disbursements_view,ACCOUNTANT | ADMIN,partials/disbursements/root.html | pages/disbursements/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B2B709AA56,/disbursements/action,disbursements_action,partial,apps.frontend.views.finance_views.disbursement_action_view,ACCOUNTANT | ADMIN,partials/disbursements/root.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-99ACD5614E,/disbursements/detail,disbursements_detail,partial,apps.frontend.views.finance_views.disbursement_detail_view,ACCOUNTANT | ADMIN,partials/disbursements/detail.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-66250CABB0,/disbursements/drawer,disbursements_drawer,action,apps.frontend.views.finance_views.disbursement_drawer_view,ACCOUNTANT | ADMIN,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-3E7346BCB9,/districts,districts_list,page,apps.frontend.views.extended_views.districts_list_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR,pages/districts/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-A6FCE7EB16,/districts/<str:district_id>,district_detail,page,apps.frontend.views.extended_views.district_detail_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR,pages/districts/detail.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B49AB1186E,/documents/<slug:slug>/,document_viewer,page,apps.documents.views.document_viewer_view,,pages/documents/canonical_document.html | pages/documents/viewer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-6A16EB2B5D,/documents/<slug:slug>/<str:action>,document_action,action,apps.documents.views.document_action_view,ADMIN | CD | HR | IA | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-E27995BCBE,/documents/<slug:slug>/manage,manage_document,page,apps.documents.views.manage_document_view,ADMIN | CD | HR | IA | RVP,pages/documents/manage_document.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-80298B85DB,/documents/<slug:slug>/versions/new,new_document_version,action,apps.documents.views.new_version_view,ADMIN | CD | HR | IA | RVP,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-191A6C74DD,/employee-relations,employee_relations,page,apps.frontend.views.hr_views.employee_relations_view,ADMIN | HR,pages/hr/module_workspace.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-CE90D5C0A9,/employee-relations/<str:case_id>,employee_relations_case,drawer,apps.frontend.views.hr_programme_views.er_case_drawer,ADMIN | HR,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-9B0DED69EE,/employee-relations/<str:case_id>/advance,employee_relations_advance,action,apps.frontend.views.hr_programme_views.er_advance,ADMIN | HR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-8B555F1B5F,/employee-relations/new,employee_relations_open_drawer,drawer,apps.frontend.views.hr_programme_views.er_open_drawer,ADMIN | HR,partials/hr/form_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-31FB0E6047,/employee-relations/open,employee_relations_open,action,apps.frontend.views.hr_programme_views.er_open,ADMIN | HR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EAF8068263,/escalations,escalations,page,apps.frontend.views.escalation_views.escalations_view,ADMIN | CCEO | CD | PL | PROJECT_COORDINATOR | RVP,pages/escalations/index.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-0FD663DD8D,/evidence,evidence_gallery,action,apps.frontend.views.staff_views.evidence_gallery_view,ACCOUNTANT | ADMIN | CCEO | CD | IA | PL | PROJECT_COORDINATOR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-8AAED4C95E,/evidence/,evidence_center,action,apps.frontend.views.my_plan_views.evidence_center_view,ADMIN | CCEO | CD | IA | PARTNER | PL | PROJECT_COORDINATOR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-EAF2C08253,/evidence/returned,returned_evidence,action,apps.frontend.views.my_plan_views.returned_evidence_view,ADMIN | CCEO | CD | IA | PARTNER | PL | PROJECT_COORDINATOR,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-CF53BB543B,/extra-work,extra_work,page,apps.frontend.views.extra_work_views.extra_work_page,ADMIN | CCEO | CD | PL,pages/hr/extra_work.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-27E90C9600,/extra-work/<str:assignment_id>/<str:action>,extra_work_action,action,apps.frontend.views.extra_work_views.extra_work_action,ADMIN | CCEO | CD | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-B8315198A8,/extra-work/<str:assignment_id>/submit-drawer,extra_work_submit_drawer,drawer,apps.frontend.views.extra_work_views.extra_work_submit_drawer,ADMIN | CCEO | CD | PL,partials/hr/extra_work_submit_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-73016C441F,/extra-work/assign,extra_work_assign,action,apps.frontend.views.extra_work_views.extra_work_assign_action,ADMIN | CCEO | CD | PL,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-256323C127,/extra-work/assign-drawer,extra_work_assign_drawer,drawer,apps.frontend.views.extra_work_views.extra_work_assign_drawer,ADMIN | CCEO | CD | PL,partials/hr/extra_work_assign_drawer.html,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-44CF431D3D,/finance/actions/clear_partner_payment,clear_partner_payment_action,action,apps.frontend.views.finance_views.clear_partner_payment_action,ACCOUNTANT | ADMIN,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
UI-PAGE-C48951EF66,/finance/actions/confirm_accountability,confirm_accountability_action,action,apps.frontend.views.finance_views.confirm_accountability_action,ACCOUNTANT | ADMIN,,referenced-by-automated-test,Inventory only; no per-route execution claim. Consult test and browser evidence.
